L1,L2,R1,R2,R3
ADM,,VIPR1,,
ADM2,,ADRB2,,
ADM2,,CALCR,,
ADM2,,CALCRL,,
ADM2,,RAMP2,,
ADM2,,RAMP3,,
ADM2,,VIPR1,,
AGRN,,ATP1A3,,
AGRN,,ITGB1,,
AGRN,,LRP1,,
AGRN,,LRP2,,
AGRN,,LRP4,,
AGRN,,MUSK,,
AHSG,,INSR,,
AMELX,,LAMP1,,
AMH,,ACVR1,,
AMH,,AMHR2,,
AMH,,EGFR,,
ANG,,EGFR,,
ANGPT1,,ITGA5,,
ANGPT1,,ITGB1,,
ANGPT1,,TIE1,,
ANGPTL2,,TIE1,,
ANGPTL3,,ITGA5,,
ANGPTL3,,ITGAV,,
ANGPTL3,,ITGB3,,
ANXA1,,ADRA2A,,
ANXA1,,DYSF,,
ANXA1,,EGFR,,
ANXA1,,GRM7,,
ANXA1,,MTNR1A,,
APLN,,ADRA2A,,
APLN,,GRM7,,
APLN,,MTNR1A,,
APOA1,,LDLR,,
APOA1,,LRP1,,
APOA1,,LRP2,,
APOA2,,LDLR,,
APOA4,,LDLR,,
APOC2,,LDLR,,
APOC3,,LDLR,,
APOC3,,SDC2,,
APOD,,LEPR,,
APOE,,ABCA1,,
APOE,,CHRNA4,,
APOE,,LDLR,,
APOE,,LRP1,,
APOE,,LRP2,,
APOE,,LRP4,,
APOE,,LRP5,,
APOE,,LRP6,,
APOE,,LRP8,,
APOE,,LSR,,
APOE,,SCARB1,,
APOE,,SDC2,,
APOE,,SORL1,,
APOE,,TREM2,,
APOE,,VLDLR,,
APP,,ADRA2A,,
APP,,AGER,,
APP,,APLP1,,
APP,,APLP2,,
APP,,CAV1,,
APP,,DCC,,
APP,,GPC1,,
APP,,GRM7,,
APP,,LRP1,,
APP,,LRP10,,
APP,,LRP6,,
APP,,MTNR1A,,
APP,,NCSTN,,
APP,,NGFR,,
APP,,NOTCH2,,
APP,,PLD1,,
APP,,PTGER2,,
APP,,RPSA,,
APP,,TSPAN12,,
APP,,TSPAN15,,
APP,,VLDLR,,
LOC538751,,ERBB3,,
ARF1,,CHRM3,,
ARF1,,INSR,,
ARF1,,PLD2,,
ARF4,,EGFR,,
ARF6,,PLD1,,
ARF6,,SMAP1,,
ARPC5,,ADRB2,,
ARPC5,,LDLR,,
ARPC5,,LRP2,,
ARTN,,RET,,
ASIP,,F11R,,
ASIP,,MC2R,,
ASIP,,MC3R,,
ASIP,,MC4R,,
ASIP,,MC5R,,
ASIP,,MGRN1,,
AVP,,ADRB2,,
AVP,,LDLR,,
AVP,,RAMP2,,
AVP,,RAMP3,,
AVP,,VIPR1,,
AZGP1,,ITGAV,,
B2M,,LOC515418,,
B2M,,LOC507767,,
B2M,,LOC5077675,,
B2M,,LOC788694,,
B2M,,CD247,,
B2M,,CD3D,,
B2M,,CD3G,,
B2M,,HFE,,
B2M,,LOC100139049,,
B2M,,LOC100140174,,
B2M,,LOC100336869,,
B2M,,LOC618565,,
B2M,,LOC101904048,,
B2M,,LOC513869,,
B2M,,LOC100847738,,
B2M,,TFRC,,
LOC783680,,LOC515418,,
LOC783680,,LOC507767,,
LOC783680,,CD247,,
LOC783680,,CD3D,,
LOC783680,,CD3G,,
LOC783680,,HFE,,
LOC783680,,LOC100140174,,
LOC783680,,LOC618565,,
LOC783680,,TFRC,,
BCAN,,EGFR,,
BGN,,LY96,,
BGN,,TLR2,,
BGN,,TLR4,,
BMP1,,BMPR1A,,
BMP1,,BMPR1B,,
BMP1,,BMPR2,,
BMP10,,ACVR2A,,
BMP10,,ACVRL1,,
BMP10,,BMPR1A,,
BMP10,,BMPR1B,,
BMP10,,BMPR2,,
BMP10,,ENG,,
BMP15,,ACVR2A,,
BMP15,,BMPR1A,,
BMP15,,BMPR1B,,
BMP15,,BMPR2,,
BMP2,,ACVR1,,
BMP2,,ACVR2A,,
BMP2,,ACVR2B,,
BMP2,,BMPR1A,,
BMP2,,BMPR1B,,
BMP2,,BMPR2,,
BMP2,,ENG,,
BMP2,,GPC1,,
BMP2,,SMO,,
BMP3,,ACVR2B,,
BMP3,,BMPR1A,,
BMP3,,BMPR1B,,
BMP3,,BMPR2,,
BMP4,,BMPR1A,,
BMP4,,LRP6,,
BMP5,,BMPR1A,,
BMP5,,BMPR1B,,
BMP5,,BMPR2,,
BMP6,,ACVR1,,
BMP6,,ACVR2A,,
BMP6,,BMPR1A,,
BMP6,,BMPR1B,,
BMP6,,BMPR2,,
BMP7,,ACVR1,,
BMP7,,ACVR2A,,
BMP7,,ACVR2B,,
BMP7,,BMPR1A,,
BMP7,,BMPR1B,,
BMP7,,BMPR2,,
BMP7,,ENG,,
BMP8A,,BMPR1B,,
BMP8A,,BMPR2,,
BMP8A,,BMPR1A,,
BMP8A,,PLAUR,,
BST1,,CAV1,,
BTC,,ERBB2,,
BTC,,ERBB3,,
C1QA,,CD93,,
C1QA,,CSPG4,,
C1QB,,C1QBP,,
C1QB,,LRP1,,
C3,,CD46,,
C3,,CD81,,
C3,,IFITM1,,
C3,,ITGB2,,
C4A,,CD46,,
C4BPA,,BMPR2,,
C4BPA,,CD40,,
CALCA,,ADRB2,,
CALCA,,RAMP2,,
CALCA,,RAMP3,,
CALCA,,VIPR1,,
CALCB,,ADRB2,,
CALCB,,RAMP2,,
CALCB,,RAMP3,,
CALCB,,VIPR1,,
CALM,,ADCY8,,
CALM,,ADCYAP1R1,,
CALM,,AQP1,,
CALM,,AQP6,,
CALM,,AR,,
CALM,,CALCR,,
CALM,,CNGA2,,
CALM,,CRHR1,,
CALM,,EGFR,,
CALM,,ESR1,,
CALM,,FAS,,
CALM,,GLP1R,,
CALM,,GLP2R,,
CALM,,GRM3,,
CALM,,GRM4,,
CALM,,GRM5,,
CALM,,GRM7,,
CALM,,HMMR,,
CALM,,HTR2C,,
CALM,,INSR,,
CALM,,KCNQ3,,
CALM,,KCNQ5,,
CALM,,MIP,,
CALM,,MYLK2,,
CALM,,OPRM1,,
CALM,,PDE1A,,
CALM,,PDE1B,,
CALM,,PDE1C,,
CALM,,PTH2R,,
CALM,,PTPRA,,
CALM,,LOC537376,,
CALM,,SCN10A,,
CALM,,SCN4A,,
CALM,,SELL,,
CALM,,TRPC3,,
CALM,,TRPC5,,
CALM,,VIPR1,,
CALR,,ITGA2B,,
CALR,,ITGAV,,
CALR,,LRP1,,
CALR,,MPL,,
CALR,,MTNR1A,,
CALR,,SCARF1,,
CALR,,TSHR,,
CAMP,,EGFR,,
CAMP,,IGF1R,,
CAMP,,P2RX7,,
CATHL1,,P2RX7,,
CATHL3,,P2RX7,,
CATHL4,,P2RX7,,
CATHL5,,P2RX7,,
CATHL6,,P2RX7,,
CCL11,,ACKR4,,
CCL11,,CCR2,,
CCL11,,CXCR3,,
CCL19,,ACKR2,,
CCL19,,ADRA2A,,
CCL19,,CCR10,,
CCL19,,LOC515976,,
CCL19,,CXCR3,,
CCL19,,GRM7,,
CCL19,,MTNR1A,,
CCL2,,ACKR4,,
CCL2,,CCR1,,
CCL2,,CCR10,,
CCL2,,CCR3,,
CCL2,,CCR4,,
CCL2,,CCR5,,
CCL20,,CXCR3,,
CCL21,,ACKR2,,
CCL21,,CXCR3,,
CCL24,,CCR2,,
CCL25,,ACKR2,,
CCL25,,ADRA2A,,
CCL25,,CCR10,,
CCL25,,GRM7,,
CCL25,,MTNR1A,,
CCL27,,ACKR2,,
CCL28,,ACKR2,,
LOC616364,,CCR3,,
LOC525415,,ACKR2,,
LOC525415,,CCR1,,
CCL4,,CCR1,,
CCL4,,CCR3,,
CCL4,,CNR2,,
CCL5,,ACKR4,,
CCL5,,CXCR3,,
CCL5,,SDC1,,
CCL5,,SDC4,,
CD14,,ITGB1,,
CD14,,ITGB2,,
CD14,,RIPK1,,
CD14,,TLR4,,
CD40LG,,ITGB2,,
CD59,,CD2,,
CD70,,TNFRSF17,,
CD99,,CD81,,
CD99,,LOC617785,,
CDH1,,CDH2,,
CDH1,,EGFR,,
CDH1,,ERBB3,,
CDH1,,IGF1R,,
CDH1,,ITGAE,,
CDH1,,ITGB7,,
CDH1,,LRP5,,
CDH1,,PTPRF,,
CDH1,,PTPRM,,
CEL,,CXCR4,,
CER1,,MRC2,,
CGA,,ADRB2,,
CGA,,RAMP2,,
CGA,,RAMP3,,
CGA,,VIPR1,,
CGN,,F11R,,
CGN,,OCLN,,
CGN,,TGFBR1,,
CGN,,TGFBR2,,
CGN1,,SIRPA,,
CGN1,,TLR4,,
CHAD,,ITGA2,,
CHAD,,ITGB1,,
CLCF1,,IL6ST,,
CLCF1,,LIFR,,
CNTF,,CNTFR,,
CNTF,,EGFR,,
CNTF,,IL6R,,
CNTF,,IL6ST,,
CNTF,,LIFR,,
CNTN2,,NRP1,,
COL11A1,,DDR1,,
COL11A1,,ITGA2,,
COL11A1,,ITGB1,,
COL14A1,,CD44,,
COL16A1,,ITGB1,,
COL1A1,,CD36,,
COL1A1,,CD93,,
COL1A1,,DDR1,,
COL1A1,,DDR2,,
COL1A1,,FLT4,,
COL1A1,,ITGA2,,
COL1A1,,ITGA5,,
COL1A1,,ITGAV,,
COL1A1,,ITGB1,,
COL1A1,,TMPRSS6,,
COL1A2,,CD36,,
COL1A2,,CD93,,
COL1A2,,FLT4,,
COL1A2,,ITGA2,,
COL1A2,,ITGA2B,,
COL1A2,,ITGAV,,
COL1A2,,ITGB1,,
COL1A2,,ITGB3,,
COL2A1,,DDR1,,
COL2A1,,ITGA2,,
COL2A1,,ITGB1,,
COL4A1,,CD47,,
COL4A1,,CD93,,
COL4A1,,ITGA2,,
COL4A1,,ITGAV,,
COL4A1,,ITGB1,,
COL4A1,,ITGB8,,
COL4A2,,CD93,,
COL4A2,,ITGB3,,
COL4A2,,ITGB5,,
COL4A3,,CD47,,
COL4A3,,ITGA2,,
COL4A3,,ITGAV,,
COL4A3,,ITGB1,,
COL4A3,,ITGB3,,
COL4A6,,CD47,,
COL4A6,,ITGA2,,
COL4A6,,ITGAV,,
COL4A6,,ITGB1,,
COL6A1,,ITGA2,,
COL6A1,,ITGA6,,
COL6A1,,ITGB1,,
COL6A3,,ITGA2,,
COL6A3,,ITGB1,,
COL7A1,,ITGA2,,
COL7A1,,ITGB1,,
COL8A1,,ITGA2,,
COL9A2,,ITGB1,,
COL9A3,,ITGB1,,
COMP,,ITGB1,,
COMP,,ITGB3,,
LOC514194,,SLC40A1,,
CSF1,,SIRPA,,
CSF2,,CSF1R,,
CSF2,,LOC100336606,,
CSF2,,CSF2RB,,
CSF2,,CSF3R,,
CSF2,,IL3RA,,
CSF2,,ITGA9,,
CSF2,,ITGB1,,
CSF2,,SDC2,,
CTF1,,IL6ST,,
CTF1,,LIFR,,
CTHRC1,,FZD3,,
CXCL10,,ADRA2A,,
CXCL10,,CCR3,,
CXCL10,,GRM7,,
CXCL10,,MTNR1A,,
CXCL10,,SDC4,,
CXCL11,,CCR3,,
CXCL12,,ACKR3,,
CXCL12,,ADRA2A,,
CXCL12,,AVPR1A,,
CXCL12,,CCR4,,
CXCL12,,CXCR3,,
CXCL12,,GRM7,,
CXCL12,,ITGB1,,
CXCL12,,MTNR1A,,
CXCL12,,SDC4,,
CXCL13,,CCR10,,
CXCL13,,OPRD1,,
CXCL16,,ADRA2A,,
CXCL16,,GRM7,,
CXCL16,,MTNR1A,,
CXCL9,,CCR3,,
DCN,,EGFR,,
DCN,,ERBB4,,
DCN,,MET,,
DKK1,,KREMEN1,,
DKK3,,KREMEN1,,
DLK2,,NOTCH1,,
DMP1,,ITGB3,,
DSC3,,DSG2,,
EBI3,,IL27RA,,
EBI3,,IL6ST,,
EDIL3,,ITGAV,,
EDIL3,,ITGB5,,
EDN1,,KEL,,
EDN2,,KEL,,
EDN3,,KEL,,
EFEMP1,,EGFR,,
EFEMP2,,AQP1,,
EFEMP2,,PLSCR4,,
EFNA1,,EPHA10,,
EFNA1,,LOC100337226,,
EFNA1,,EPHA6,,
EFNA1,,EPHB1,,
EFNA2,,EPHA10,,
EFNA2,,LOC100337226,,
EFNA2,,EPHA6,,
EFNA3,,EPHA10,,
EFNA3,,LOC100337226,,
EFNA3,,EPHA6,,
EFNA3,,EPHB1,,
EFNA4,,EPHA10,,
EFNA4,,LOC100337226,,
EFNA4,,EPHA6,,
EFNA5,,EPHA10,,
EFNA5,,LOC100337226,,
EFNA5,,EPHA6,,
EFNA5,,EPHB1,,
EFNB1,,ERBB2,,
EGF,,ADRB2,,
EGF,,AXL,,
EGF,,CAV1,,
EGF,,ERBB2,,
EGF,,ERBB3,,
EGF,,ERBB4,,
EGF,,LDLR,,
EGF,,NRP1,,
EGF,,PLD2,,
EREG,,ERBB2,,
EREG,,ERBB3,,
F10,,F3,,
F10,,ITGAM,,
F10,,ITGB2,,
F13A1,,ITGB1,,
F7,,F3,,
F8,,LDLR,,
FADD,,FAS,,
FADD,,TRAF2,,
FAM3C,,GLRA2,,
FAM3C,,LAMP1,,
FASLG,,TNFRSF1A,,
FBLN1,,ITGB1,,
FBLN2,,ITGB3,,
FBN1,,ITGA5,,
FBN1,,ITGAV,,
FBN1,,ITGB1,,
FBN1,,ITGB3,,
FBN1,,ITGB6,,
FGB,,ITGA5,,
FGB,,ITGAV,,
FGB,,ITGB1,,
FGB,,ITGB2,,
FGB,,ITGB3,,
FGB,,TLR4,,
FGF1,,CD44,,
FGF1,,EGFR,,
FGF1,,FGFRL1,,
FGF1,,NRP1,,
FGF1,,TGFBR3,,
FGF11,,FGFR1,,
FGF11,,FGFR2,,
FGF11,,FGFR3,,
FGF11,,FGFR4,,
FGF13,,EGFR,,
FGF13,,FGFR1,,
FGF13,,FGFR2,,
FGF13,,FGFR3,,
FGF13,,FGFR4,,
FGF13,,SCN5A,,
FGF13,,SCN8A,,
FGF19,,FGFR1,,
FGF19,,FGFR2,,
FGF19,,FGFR3,,
FGF19,,FGFR4,,
FGF19,,KLB,,
FGF2,,CD44,,
FGF2,,FGFRL1,,
FGF2,,GPC4,,
FGF2,,NRP1,,
FGF2,,SDC1,,
FGF2,,SDC2,,
FGF2,,SDC3,,
FGF2,,SDC4,,
FGF21,,FGFR2,,
FGF21,,FGFR4,,
FGF21,,KLB,,
FGF22,,FGFR1,,
FGF23,,FGFR2,,
FGF3,,FGFR3,,
FGF3,,FGFR4,,
FGF4,,NRP1,,
FGF6,,SDC4,,
FGF7,,FGFR3,,
FGF7,,FGFR4,,
FGF7,,NRP1,,
FGG,,ITGA5,,
FGG,,ITGAV,,
FGG,,ITGB1,,
FGG,,ITGB2,,
FGG,,ITGB3,,
FGG,,TLR4,,
FGL1,,EGFR,,
FSHB,,ADRB2,,
FSHB,,RAMP2,,
FSHB,,RAMP3,,
FSHB,,VIPR1,,
FST,,BMPR1B,,
FST,,BMPR2,,
FYN,,SPN,,
FYN,,THY1,,
GAD1,,GRM4,,
GAL,,ADRA2A,,
GAL,,GPR151,,
GAL,,GRM7,,
GAL,,MTNR1A,,
GALP,,GALR1,,
GALP,,GALR2,,
GALP,,GALR3,,
GDF11,,ACVR2A,,
GDF11,,ACVR2B,,
GDF11,,BMPR1A,,
GDF11,,BMPR1B,,
GDF11,,BMPR2,,
GDF15,,RET,,
GDF2,,ACVR1,,
GDF2,,ACVR2A,,
GDF2,,ACVR2B,,
GDF2,,ACVRL1,,
GDF2,,BMPR2,,
GDF2,,ENG,,
GDF5,,ACVR1,,
GDF5,,ACVR2A,,
GDF5,,ACVR2B,,
GDF5,,BMPR1A,,
GDF5,,BMPR1B,,
GDF5,,BMPR2,,
GDF6,,BMPR1A,,
GDF6,,BMPR1B,,
GDF6,,BMPR2,,
GDF7,,ACVR2A,,
GDF7,,BMPR1A,,
GDF7,,BMPR2,,
GDF9,,ACVR2A,,
GDF9,,BMPR1A,,
GDF9,,BMPR1B,,
GDF9,,BMPR2,,
GDF9,,TGFBR1,,
GDNF,,GFRA3,,
GDNF,,RET,,
GHRH,,ADRB2,,
GHRH,,RAMP2,,
GHRH,,RAMP3,,
GIP,,ADCYAP1R1,,
GIP,,ADRB2,,
GIP,,ADRB3,,
GIP,,GPR20,,
GIP,,GPR84,,
GIP,,INSR,,
GIP,,PTH1R,,
GIP,,RAMP2,,
GIP,,RAMP3,,
GIP,,TSHR,,
GIP,,VIPR1,,
GNAI2,,ADCY1,,
GNAI2,,ADCY7,,
GNAI2,,ADCY8,,
GNAI2,,ADCY9,,
GNAI2,,ADORA1,,
GNAI2,,ADRA2A,,
GNAI2,,ADRA2B,,
GNAI2,,AGTR2,,
GNAI2,,C5AR1,,
GNAI2,,CAV1,,
GNAI2,,CCR5,,
GNAI2,,CHRM1,,
GNAI2,,CNR1,,
GNAI2,,CXCR2,,
GNAI2,,CXCR3,,
GNAI2,,DRD2,,
GNAI2,,EDNRA,,
GNAI2,,EDNRB,,
GNAI2,,EGFR,,
GNAI2,,F2R,,
GNAI2,,IGF1R,,
GNAI2,,LHCGR,,
GNAI2,,LPAR3,,
GNAI2,,MTNR1A,,
GNAI2,,MTNR1B,,
GNAI2,,OPRD1,,
GNAI2,,OPRM1,,
GNAI2,,P2RY12,,
GNAI2,,PTPRU,,
GNAI2,,S1PR1,,
GNAI2,,S1PR3,,
GNAI2,,S1PR4,,
GNAI2,,S1PR5,,
GNAI2,,TBXA2R,,
GNAI2,,TSHR,,
GNAI2,,UNC5B,,
GNAS,,ADCY1,,
GNAS,,ADCY7,,
GNAS,,ADCY8,,
GNAS,,ADCY9,,
GNAS,,ADORA1,,
GNAS,,ADRB3,,
GNAS,,AVPR2,,
GNAS,,CRHR1,,
GNAS,,GCGR,,
GNAS,,GLP1R,,
GNAS,,HTR6,,
GNAS,,LHCGR,,
GNAS,,PTGDR,,
GNAS,,PTGIR,,
GNAS,,TSHR,,
GNAS,,VIPR1,,
GNB3,,TGFBR1,,
GPC3,,CD81,,
GPC3,,IGF1R,,
GPC3,,LRP1,,
GPC3,,LRP2,,
GPI,,AMFR,,
GREM1,,KDR,,
GRN,,EGFR,,
GRN,,TNFRSF1A,,
GRN,,TNFRSF1B,,
GSTO1,,RYR1,,
GSTP1,,EGFR,,
GSTP1,,TRAF2,,
GZMB,,IGF2R,,
HAS2,,CD44,,
HAS2,,HMMR,,
HBEGF,,CD44,,
HBEGF,,LOC100335281,,
HBEGF,,CD9,,
HBEGF,,PRLR,,
HEBP1,,ADRA2A,,
HEBP1,,GRM7,,
HEBP1,,MTNR1A,,
HGF,,CD44,,
HGF,,ITGB1,,
HGF,,NRP1,,
HGF,,SDC1,,
HGF,,SDC2,,
HGF,,ST14,,
BOLA,,CANX,,
BOLA,,CD3D,,
BOLA,,LOC618565,,
BOLA-A,,CANX,,
JSP.1,,CANX,,
JSP.1,,CD3D,,
JSP.1,,LOC618565,,
BOLA-NC1,,CANX,,
BOLA-NC1,,CD3D,,
BOLA-NC1,,LOC618565,,
HMGB1,,AGER,,
HP,,TLR4,,
HRAS,,AGTR1,,
HRAS,,CAV1,,
HRAS,,INSR,,
HRAS,,SDC2,,
HRG,,ERBB2,,
HRG,,ERBB3,,
HSP90AA1,,EGFR,,
HSP90AA1,,ERBB2,,
HSP90AA1,,FGFR3,,
HSP90AA1,,ITGB3,,
HSP90AA1,,LRP1,,
HSP90B1,,ASGR1,,
HSP90B1,,ERBB2,,
HSP90B1,,LRP1,,
HSP90B1,,TLR2,,
HSP90B1,,TLR4,,
HSP90B1,,TLR7,,
HSP90B1,,TLR9,,
HSPA1A,,GRIN2D,,
HSPA1A,,TLR4,,
HSPA4,,TLR4,,
HSPA8,,ADRB2,,
HSPA8,,LDLR,,
HSPA8,,LRP2,,
HSPG2,,COL13A1,,
HSPG2,,FGFR1,,
HSPG2,,ITGA2,,
HSPG2,,ITGB1,,
HSPG2,,LRP1,,
HSPG2,,LRP2,,
HSPG2,,PTPRS,,
HSPG2,,SDC1,,
IBSP,,ITGAV,,
IBSP,,ITGB3,,
ICAM1,,CAV1,,
ICAM1,,EGFR,,
ICAM1,,IL2RG,,
ICAM1,,ITGB2,,
LOC616254,,ITGAL,,
LOC616254,,ITGB2,,
LOC100140873,,ITGAL,,
LOC100140873,,ITGB2,,
ICAM3,,ITGAD,,
ICAM3,,ITGAL,,
ICAM3,,ITGB2,,
ICAM4,,ITGAL,,
ICAM4,,ITGAV,,
ICAM4,,ITGB1,,
ICAM4,,ITGB2,,
ICAM4,,ITGB3,,
ICAM5,,ITGAL,,
ICAM5,,ITGB2,,
IFNA16,,IFNAR1,,
IFNA16,,IFNAR2,,
IFNAG,,IFNAR1,,
IFNAG,,IFNAR2,,
IFNAD,,IFNAR1,,
IFNAD,,IFNAR2,,
IFNAC,,IFNAR1,,
IFNAC,,IFNAR2,,
LOC100335490,,IFNAR1,,
LOC100335490,,IFNAR2,,
LOC523244,,IFNAR1,,
LOC523244,,IFNAR2,,
LOC538620,,IFNAR1,,
LOC538620,,IFNAR2,,
IFNAH,,IFNAR1,,
IFNAH,,IFNAR2,,
LOC618947,,IFNAR1,,
LOC618947,,IFNAR2,,
LOC783912,,IFNAR1,,
LOC783912,,IFNAR2,,
INFAF,,IFNAR1,,
INFAF,,IFNAR2,,
IFNE,,IFNAR1,,
IFNE,,IFNAR2,,
IFNG,,IFNGR1,,
IFNG,,IFNGR2,,
IL29,,IL10RB,,
LOC100298542,,IL10RB,,
IFNW1,,IFNAR1,,
IFNW1,,IFNAR2,,
IFNT,,IFNAR1,,
IFNT,,IFNAR2,,
LOC523509,,IFNAR1,,
LOC523509,,IFNAR2,,
LOC100299481,,IFNAR1,,
LOC100299481,,IFNAR2,,
LOC618801,,IFNAR1,,
LOC618801,,IFNAR2,,
LOC617112,,IFNAR1,,
LOC617112,,IFNAR2,,
LOC781853,,IFNAR1,,
LOC781853,,IFNAR2,,
LOC617135,,IFNAR1,,
LOC617135,,IFNAR2,,
LOC100336885,,IFNAR1,,
LOC100336885,,IFNAR2,,
LOC618859,,IFNAR1,,
LOC618859,,IFNAR2,,
LOC100298573,,IFNAR1,,
LOC100298573,,IFNAR2,,
LOC618943,,IFNAR1,,
LOC618943,,IFNAR2,,
LOC781815,,IFNAR1,,
LOC781815,,IFNAR2,,
LOC618985,,IFNAR1,,
LOC618985,,IFNAR2,,
LOC781778,,IFNAR1,,
LOC781778,,IFNAR2,,
LOC513706,,IFNAR1,,
LOC513706,,IFNAR2,,
LOC781948,,IFNAR1,,
LOC781948,,IFNAR2,,
LOC619113,,IFNAR1,,
LOC619113,,IFNAR2,,
LOC100847720,,IFNAR1,,
LOC100847720,,IFNAR2,,
LOC100298530,,IFNAR1,,
LOC100298530,,IFNAR2,,
IFN-TAU,,IFNAR1,,
IFN-TAU,,IFNAR2,,
IGF1,,IGF2R,,
IGF1,,INSR,,
IGF2,,INSR,,
IGFBP4,,FZD8,,
IGFBP4,,LRP6,,
IHH,,BOC,,
IHH,,CDON,,
IL10,,IL10RB,,
IL12A,,IL12RB1,,
IL12B,,IL12RB1,,
IL13,,IL2RG,,
IL13,,TMEM219,,
IL15,,IL15RA,,
IL15,,IL2RA,,
IL15,,LOC510185,,
IL15,,IL2RG,,
IL17A,,IL17RA,,
IL17F,,IL17RA,,
IL18,,CD48,,
IL18,,IL18BP,,
IL18,,IL18R1,,
IL18,,IL18RAP,,
IL18,,IL1RAPL1,,
IL18,,IL1RL2,,
IL1A,,IL1R1,,
IL1A,,IL1RAP,,
IL1B,,ADRB2,,
IL1B,,IL1R1,,
IL1B,,IL1RAP,,
IL1B,,SIGIRR,,
IL1F10,,IL1R1,,
IL1F10,,IL1RL2,,
IL1RN,,IL1R1,,
IL1RN,,IL1R2,,
IL1RN,,IL1RL2,,
IL21,,IL2RG,,
IL22,,IL10RB,,
IL23A,,IL12RB1,,
IL26,,IL10RB,,
IL27,,IL27RA,,
IL36A,,IL1RL2,,
IL36G,,IL1RL2,,
IL37,,IL1RAPL1,,
IL7,,IL2RG,,
IL9,,IL2RG,,
INHA,,ACVR1,,
INHA,,ACVR2A,,
INHA,,ACVR2B,,
INHA,,TGFBR3,,
INHBA,,ACVR1,,
INHBA,,ACVR2A,,
INHBA,,ACVR2B,,
INHBA,,BAMBI,,
INHBA,,ENG,,
INHBA,,TGFBR3,,
INHBB,,ACVR1,,
INHBB,,ACVR1C,,
INHBB,,ACVR2A,,
INHBB,,ACVR2B,,
INHBC,,ACVR1,,
INSL3,,ADRB2,,
INSL3,,RAMP2,,
INSL3,,RAMP3,,
INSL3,,VIPR1,,
IRAK4,,TLR4,,
IRAK4,,TLR6,,
IRAK4,,TLR7,,
ITGB3BP,,ITGB3,,
ITGB3BP,,ITGB5,,
IZUMO1,,CD9,,
JAG1,,CD46,,
JAM3,,ITGB1,,
JAM3,,ITGB2,,
KNG1,,ITGB2,,
KNG1,,SDC2,,
L1CAM,,CNTN1,,
L1CAM,,EGFR,,
L1CAM,,EPHB2,,
L1CAM,,ERBB2,,
L1CAM,,ERBB3,,
L1CAM,,FGFR2,,
L1CAM,,ITGA5,,
L1CAM,,ITGAV,,
LAMA1,,GPC1,,
LAMA1,,ITGA2,,
LAMA1,,ITGA6,,
LAMA1,,ITGA7,,
LAMA1,,ITGB1,,
LAMA1,,ITGB4,,
LAMA1,,ITGB8,,
LAMA1,,RPSA,,
LAMA1,,SDC2,,
LAMA1,,SDC4,,
LAMA1,,TMPRSS6,,
LAMA2,,ITGA2,,
LAMA2,,ITGA6,,
LAMA2,,ITGA7,,
LAMA2,,ITGB1,,
LAMA2,,ITGB4,,
LAMA2,,RPSA,,
LAMA3,,ITGB1,,
LAMA3,,ITGB4,,
LAMA3,,SDC2,,
LAMA4,,ITGA6,,
LAMA4,,ITGAV,,
LAMA4,,ITGB1,,
LAMA5,,BCAM,,
LAMA5,,ITGA2,,
LAMA5,,ITGA6,,
LAMA5,,ITGB1,,
LAMA5,,ITGB4,,
LAMA5,,SDC1,,
LAMB1,,ITGA2,,
LAMB1,,ITGA6,,
LAMB1,,ITGA7,,
LAMB1,,ITGAV,,
LAMB1,,ITGB1,,
LAMB1,,ITGB4,,
LAMB2,,ITGA3,,
LAMB2,,ITGB1,,
LAMB2,,ITGB4,,
LAMB2,,RPSA,,
LAMB3,,CD151,,
LAMB3,,ITGA2,,
LAMB3,,ITGA6,,
LAMB3,,ITGB1,,
LAMB3,,ITGB4,,
LAMC1,,ITGA2,,
LAMC1,,ITGA6,,
LAMC1,,ITGA7,,
LAMC1,,ITGAV,,
LAMC1,,ITGB1,,
LAMC1,,ITGB4,,
LAMC2,,CD151,,
LAMC2,,ITGA2,,
LAMC2,,ITGA6,,
LAMC2,,ITGB1,,
LAMC2,,ITGB4,,
LAMC3,,ITGA2,,
LAMC3,,ITGB4,,
LEFTY2,,ACVR2A,,
LEFTY2,,ACVR2B,,
LOC100336971,,ACVR2A,,
LOC100336971,,ACVR2B,,
LGALS1,,ITGB1,,
LGALS1,,PTPRC,,
LGALS3BP,,LOC100138951,,
LGALS3BP,,ITGB1,,
LGALS8,,ITGA3,,
LGALS9,,CD47,,
LGALS9,,MRC2,,
LGALS9,,SLC1A5,,
LHB,,ADRB2,,
LHB,,RAMP2,,
LHB,,RAMP3,,
LHB,,VIPR1,,
LIF,,IL6ST,,
LIF,,LIFR,,
LIN7C,,ABCA1,,
LIN7C,,HTR2C,,
LIPH,,LPAR1,,
LIPH,,LPAR2,,
LMAN1,,MCFD2,,
LOC100297786,,IL1RL2,,
LOC100848085,,CD44,,
LOC101907368,,P2RX7,,
LOC515991,,P2RX7,,
LPL,,CD44,,
LPL,,GPIHBP1,,
LPL,,LRP1,,
LPL,,LRP2,,
LPL,,SDC1,,
LPL,,VLDLR,,
LRIG1,,EGFR,,
LRIG1,,MET,,
LRIG2,,EGFR,,
LRPAP1,,LDLR,,
LRPAP1,,LRP1,,
LRPAP1,,LRP2,,
LRPAP1,,LRP8,,
